HEIGHT,PCT_TREE,NDVI_DELTA,NPP,PRECIP_ANN,TEMP_MEAN,TEMP_SDEV,PRECIP_CV,CTI,ELEV,LC_TYPE,X,Y,NCBD_30M
0,3,0.01971,2618,364,71,8922,44,771,666,10,-120.034045159744,48.3640274228704,0
0,3,0.05245,2618,254,71,9197,23,524,1378,12,-112.4737756488,43.289202479537,0
8,2,0.0143,2729,442,71,7893,58,646,2110,10,-104.733621752449,39.227667982099,0
6,2,0.11567,2809,460,71,11633,58,601,560,12,-99.9446134315957,44.8142147145485,0
0,3,0.18852,2812,411,71,11049,66,968,752,10,-102.010768210888,45.080760923334,0
6,3,0.10194,2818,442,71,11294,63,934,615,10,-101.00565216391,45.1101617234461,0
0,3,0.03856,2825,723,71,11349,53,769,415,12,-94.8664195508306,43.5266681638317,20
9,2,-0.02494,2853,551,71,7100,25,203,980,10,-116.515248736368,45.9852136180815,0
0,3,0.05336,2858,403,71,8695,55,601,1059,10,-111.002973024985,47.4896404285414,0
8,5,0.1126,2885,413,71,11522,62,928,519,10,-100.921076456601,45.6417573143717,2
0,3,-0.01865,2895,722,71,11495,53,522,449,12,-95.2814654629311,43.334745587465,0
12,11,0.01809,2943,415,71,6831,39,758,1587,8,-120.529709865579,42.2711423938274,142
0,2,0.01347,2962,356,71,9768,62,574,1241,10,-105.896671007561,44.481305239767,1
0,8,0.19152,2994,434,71,7907,28,578,923,10,-114.099537504398,47.4448344137575,112
0,19,0.01808,3045,813,71,11435,51,636,375,12,-93.2909557241548,43.30164880241,0
10,2,0.03044,3064,316,71,9379,58,447,1413,10,-106.55229677566,43.695200420996,26
8,4,0.03591,3072,791,71,11362,53,618,380,12,-93.6710725886605,43.4452112550632,0
0,3,0.18055,3103,439,71,11407,61,633,570,9,-100.743608346884,45.227407270325,0
0,10,0.01641,3228,416,71,6720,29,646,1158,8,-118.935820596982,44.7554340459753,26
15,21,0.00745,3260,382,71,9042,56,587,1147,10,-108.305979807972,46.334562448575,78
38,71,-0.07525,3278,770,71,5935,57,172,2695,1,-109.894994817056,32.725497514234,135
19,36,-0.07546,3293,803,71,11325,48,732,247,14,-92.0561581099639,44.5353943350412,61
6,2,0.13613,3322,465,71,11556,58,579,586,12,-99.9792665996903,44.7357225178592,0
7,3,0.16461,3346,434,71,11479,61,511,531,10,-100.59161598476,45.2694378122431,0
7,2,0.03343,3389,389,71,8149,58,847,1908,10,-104.788633383017,41.0312190338715,0
13,6,0.02822,3437,379,71,8932,62,390,1114,10,-108.627496161842,46.7950398712815,0
0,3,0.01049,3480,865,71,11149,46,533,358,12,-92.2348758326538,43.0835237501883,0
0,4,0.01769,3585,769,71,11413,53,672,336,12,-94.055891171489,43.7245235283724,25
0,5,-0.0325,3604,684,71,11440,51,601,452,12,-96.0624041348353,43.6073554606411,0
7,3,0.08144,3608,494,71,11669,58,898,405,12,-98.4867814549054,44.5467344308304,0
8,2,-0.00243,3614,814,71,11426,50,1109,352,12,-92.9625197811667,43.4518882915884,48
18,31,0.03479,3627,395,71,7889,36,261,2431,6,-109.068499678636,36.2477750626465,63
0,3,0.08571,3667,458,71,11652,59,720,520,12,-99.7633802890206,44.6505930120642,0
0,3,0.0765,3737,294,71,8802,52,796,1136,10,-112.030595852841,46.6630943248246,0
0,5,0.0706,3749,812,71,11504,51,793,362,12,-93.213050871703,43.3694904730625,0
0,18,0.00131,3766,714,71,11538,53,691,303,12,-94.5250870567319,44.1534139681573,0
8,2,0.0621,3786,469,71,11616,58,960,460,12,-99.0553856482014,44.6094547351734,0
6,3,0.0852,3828,471,71,11518,60,303,570,10,-99.6374174140446,44.2578832516721,0
0,5,-0.01455,3845,701,71,11624,52,561,361,12,-94.8163820229908,43.9537205696986,0
10,5,0.01326,3901,445,71,7398,50,366,2377,10,-105.8328206312,36.0571702725519,21
0,3,0.05802,3917,469,71,7785,26,599,972,12,-114.166140850603,47.6630074165474,0
0,18,-0.06618,3948,843,71,10727,41,413,304,14,-90.4135638767546,43.2757169962992,30
11,6,0.02685,3962,763,71,11536,49,578,250,12,-92.8920388600449,44.6788334404644,0
22,66,-0.06462,3978,832,71,10719,41,590,310,14,-90.1500503722733,43.3214050772702,90
18,44,0.04476,4051,837,71,9697,26,572,318,14,-85.251089391204,43.6612842579134,135
20,52,-0.00365,4092,827,71,11207,46,375,277,14,-91.6092789889333,44.0795674766845,129
0,5,-0.00859,4095,700,71,11617,52,542,352,12,-94.808544505417,43.9788943510143,0
12,13,0.01926,4130,315,71,7880,53,547,2135,10,-105.585093655397,38.4304082485749,46
7,3,0.09982,4146,474,71,11396,61,656,552,10,-99.2561486827237,44.2309461389384,0
0,5,-0.04211,4152,699,71,11595,52,839,311,12,-94.6841371807308,44.1709581092322,0
10,3,0.00762,4159,737,71,9578,27,852,179,12,-83.6999933670008,44.0773112369202,80
22,52,-0.00655,4166,614,71,6977,40,393,2292,1,-111.546572492993,34.9747814025821,161
0,2,0.15589,4206,479,71,11611,60,622,477,10,-98.8702557076864,44.4924401306191,0
10,4,-0.06512,4480,804,71,10724,41,574,261,14,-89.6498286450498,43.6475629198206,87
16,25,0.02397,4504,825,71,10859,42,614,299,14,-90.4812919445363,43.4872944998886,102
21,61,-0.04679,4522,817,71,11125,46,334,298,14,-91.3354233817876,43.8444129777384,78
11,9,-0.00944,4525,853,71,10686,40,541,357,14,-90.1673559857505,43.0595711598466,22
22,48,0.01088,4655,822,71,10760,43,664,339,14,-90.8461601754867,43.4292679581246,158
15,2,-0.00124,4677,764,71,11531,49,596,256,12,-92.8190405384839,44.667421525617,0
10,3,-0.05702,4684,802,71,10722,41,719,247,12,-89.5321257281323,43.7320132682917,0
0,4,-0.01987,4869,788,71,10746,38,469,265,12,-88.8483858817134,43.9287351198462,0
21,48,-0.025,4908,518,71,7823,27,175,968,8,-116.685186314358,45.3034443231669,93
12,4,-0.07367,4948,817,71,10732,41,640,291,14,-89.9107477404984,43.5369128721423,42
16,28,0.00559,5027,773,71,11536,50,735,266,14,-92.7357065219328,44.8413373820979,21
0,7,-0.03917,5103,790,71,10756,39,482,233,12,-88.9784148337313,44.0808290892399,35
0,30,-0.00147,5199,739,71,11648,51,930,242,12,-94.0057115097851,44.2355547865889,71
19,25,0.0318,5216,773,71,11557,50,572,263,14,-92.7450137269621,44.88772106669,39
26,53,0.11483,5250,1379,71,6233,75,461,1855,1,-120.592875436323,39.4449744038519,206
25,51,-0.02223,5256,540,71,7176,33,622,1017,1,-117.64438322046,45.6175556800989,0
20,52,-0.00734,5441,929,71,9174,20,448,460,14,-78.0699950496644,42.6701013200287,18
15,28,-0.03284,5590,720,71,7719,38,416,682,1,-116.257158920338,48.6538092061517,116
25,76,-0.04568,5592,1154,71,8886,16,459,553,4,-79.137204721744,41.5757795934038,216
21,79,-0.01054,5798,1044,71,9038,15,412,424,14,-78.425980496624,42.6908897602375,45
24,72,-0.01945,5891,980,71,8886,22,374,571,4,-78.0533413879114,41.8887950822835,164
16,22,0.03891,6035,928,71,9776,14,674,95,12,-76.1884835771576,44.1239716251252,94
28,60,0.06146,6098,674,71,6874,38,484,877,5,-116.889595898017,47.0000028663139,134
21,45,0.0469,6162,763,71,7574,40,281,661,12,-116.469681435058,48.4706251135659,138
23,56,0.05739,6263,849,71,8871,23,529,516,14,-77.480129727355,42.2925761376182,16
28,80,-0.01041,6282,1079,71,8794,18,341,554,4,-78.282283160012,41.5915096758449,205
20,43,-0.00276,6328,925,71,8891,23,753,545,14,-77.8954682954118,42.0217309841839,113
19,49,-0.01951,6356,980,71,8857,22,564,507,12,-78.16603117354,41.9465824585744,155
24,73,-0.02681,6414,848,71,8922,21,559,454,4,-77.1173875627047,42.2223255649804,156
16,55,0.0298,6427,844,71,10105,22,1191,54,12,-73.2631802682176,44.3968151104794,168
23,48,0.0079,6512,632,71,7816,40,391,825,1,-117.209657360333,47.9441283019894,79
17,20,-0.06212,6552,1045,71,9083,14,573,418,14,-75.4056315737368,42.2560945657402,175
33,75,0.02264,6610,772,71,7319,39,196,953,1,-116.650477341246,47.5767074469944,189
19,45,-0.00144,6643,688,71,7775,37,939,677,12,-116.341155723408,48.7462291206064,181
29,80,-0.05081,6683,1055,71,8814,19,325,592,4,-77.9993231798513,41.4721033097645,227
0,26,-0.00196,6705,1063,71,9230,12,401,372,14,-75.9174938314244,42.8534806856968,58
19,39,-0.10486,6717,1129,71,8859,14,446,544,14,-75.5559282322606,41.3361341339479,39
36,76,-0.08135,6743,1690,71,6346,64,136,717,1,-121.21682574078,48.4449381330176,483
27,79,-0.08162,6799,948,71,8804,22,451,574,4,-76.4481852145079,41.4429546506133,107
19,68,0.03656,6887,1254,71,9043,18,312,64,5,-68.3438089807657,44.2951515225715,0
25,77,-0.04961,6979,1048,71,9054,13,352,440,4,-75.4441543945333,42.2410251118399,173
25,77,-0.00788,7038,1078,71,9688,12,329,259,4,-73.7497419990752,43.2124062805615,175
28,80,-0.04649,7076,1115,71,9084,12,512,433,4,-75.3147462878939,41.9100912752239,185
18,50,-0.01246,7104,1031,71,9399,9,848,154,4,-72.2929197553358,42.9122795092736,0
34,74,-0.06961,7109,2188,71,5245,47,110,609,1,-121.690348786663,47.8210144705964,186
18,58,-0.0519,7169,1240,71,8812,12,807,573,4,-75.4919819737926,41.051898544059,149
21,65,0.0009,7270,1058,71,9748,11,358,255,4,-73.8785751625839,43.4130851753303,157
35,73,-0.00023,7340,2291,71,5353,64,213,919,1,-122.29536755944,44.6027254229174,252
25,80,-0.00694,7753,1120,71,9141,11,542,375,4,-73.4524488672478,42.2565132521602,192
34,73,-0.01851,8135,2698,71,5112,63,161,834,1,-122.355260556214,46.0599175062953,258
22,78,-0.03098,8200,1251,71,9203,7,370,425,4,-72.9979434488857,42.0770271202086,0
34,72,-0.03773,8229,2201,71,5492,64,202,947,1,-122.327798429618,44.42739438391,360
20,52,0.00976,8242,1159,71,9407,11,850,172,5,-71.0166096160692,43.4837687981998,0
30,64,-0.00775,8482,1646,71,5346,48,210,531,1,-122.114934327611,48.9480183540334,198
21,72,0.00596,8483,1110,71,9389,10,834,189,5,-71.2154054946117,43.3276287192803,0
36,74,0.00304,8676,2166,71,5381,64,209,925,1,-122.49411112806,44.2895098018221,355
33,59,0.04411,8814,3002,71,4509,61,178,554,1,-123.97077164763,47.7189412203732,288
0,64,0.01113,9635,841,71,9375,21,1078,185,4,-85.9692884279439,44.9105495419298,83
0,20,0.03508,65535,493,71,7780,25,616,912,0,-114.181734450036,47.942749376073,100
0,5,-0.00057,65535,742,71,11505,50,1077,256,13,-93.2703390906629,45.0498206857151,11
0,6,0.05412,65535,759,71,10626,36,948,213,13,-88.272243234474,44.2784363709968,0
25,74,-0.01578,65535,788,71,7393,40,417,678,5,-116.384693656047,48.2117867183305,141
0,1,0.02219,65535,514,71,7718,25,1092,880,0,-114.109975838679,47.9507929503946,0
0,1,0.04103,65535,616,71,6375,65,691,1898,0,-119.978320529793,38.9924905224131,0
0,0,0.0274,65535,195,71,10149,56,1381,1287,7,-108.273399930243,44.5301259666001,0
0,0,-0.00302,1054,302,72,9537,17,500,1987,10,-109.433508994922,39.6780569363196,33
0,0,0.02243,1080,231,72,9883,62,1039,1543,10,-108.421200391904,43.3931843012066,0
0,1,0.00183,1101,298,72,8223,29,643,1650,10,-115.632209717724,40.9959678906603,0
0,2,0.07516,1101,288,72,7757,27,208,1842,7,-117.321366655306,40.7799577895577,0
0,0,0.06873,1144,197,72,7454,16,352,1961,7,-117.683782145075,38.9754144066502,0
0,2,0.00454,1148,296,72,7626,29,425,1526,10,-117.195366732322,42.3829539879533,0
0,0,0.02914,1198,198,72,10329,55,1094,1297,10,-107.986137488114,44.1330630635339,0
0,0,0.04115,1203,307,72,8105,17,1090,1922,10,-114.991727497324,40.0719345974105,0
0,0,0.00813,1243,242,72,9120,62,752,1288,10,-109.141222470206,44.8811951438708,0
0,1,0.02572,1244,338,72,8123,24,1013,1828,10,-115.144407810651,40.5633452093227,0
0,2,0.03926,1259,284,72,7427,25,210,1512,10,-118.093351942299,42.7709480929681,0
0,2,0.04974,1263,286,72,7657,30,664,1583,10,-116.994413215121,41.9340954471346,0
0,1,0.02652,1271,290,72,9746,22,473,1820,10,-108.832365350496,40.23078703386,18
0,2,0.02126,1313,288,72,7636,28,720,1553,10,-116.917074917572,42.0431569320026,0
0,3,0.02223,1324,281,72,8178,19,329,1939,7,-114.154076015603,39.8468254755154,0
0,2,0.01794,1325,287,72,7648,30,1239,1564,10,-116.953605417705,41.9833506125231,0
0,1,0.08995,1342,433,72,10392,64,774,907,10,-103.396985690638,44.8951707054103,0
0,2,-0.01285,1369,285,72,6916,27,753,1500,10,-120.332921103603,43.027224817203,0
0,0,0.0666,1426,307,72,9143,53,529,1250,10,-108.840486553282,45.2075188377184,7
0,1,0.09728,1443,397,72,10245,64,584,966,10,-103.840438337015,45.2137085191925,0
0,0,0.0337,1449,291,72,7803,31,330,2082,10,-112.00892871029,37.6590104777951,0
0,2,0.01213,1457,300,72,7250,32,605,1716,10,-119.948254557407,40.7782575734756,0
0,0,0.05023,1482,445,72,10246,63,598,944,10,-103.485136414138,44.883055657955,0
0,2,0.0691,1485,252,72,9454,58,460,1548,10,-108.463990141203,43.6767660973795,0
0,0,0.0819,1497,402,72,10217,64,469,980,10,-103.857654126551,45.1929289962942,0
0,0,0.11988,1509,415,72,10420,66,484,898,10,-103.528741452602,45.0608942767317,0
23,73,0.02069,1524,811,72,11074,46,433,286,14,-91.286796823807,43.7197769560921,107
0,3,0.00404,1555,454,72,7093,64,403,757,10,-120.862089906793,46.5579290639091,0
9,2,0.01329,1556,281,72,8158,24,472,1611,10,-114.122423386583,41.9121192959143,0
8,3,-0.01255,1572,299,72,9008,37,1193,1368,10,-113.953014849476,43.0332383417456,0
0,1,0.08974,1582,433,72,10448,64,557,898,10,-103.173182407235,44.7881692794742,0
8,1,0.03959,1591,278,72,9278,55,402,1271,10,-108.806232641542,45.1441043180781,0
0,2,-0.00864,1597,261,72,7238,25,479,1428,10,-119.953776458028,43.2491458136811,0
0,3,0.01172,1631,405,72,6815,40,627,1525,10,-120.705783315881,41.8176750985641,3
0,1,0.03449,1651,344,72,9953,62,646,940,10,-107.607608212269,46.9051258857173,0
0,2,0.03005,1657,266,72,7401,27,574,1392,10,-119.830989342889,43.5178233130889,0
9,2,-0.01537,1685,325,72,8743,23,359,1562,10,-113.007636384047,42.0738933530081,0
0,0,-0.02272,1704,310,72,9142,48,462,1640,10,-106.53272890368,43.0378846343299,0
9,3,-0.04012,1718,586,72,6951,36,533,913,10,-117.466351002407,46.3824266203094,0
0,3,-0.03036,1720,424,72,6470,35,320,1069,10,-119.856087037705,45.1374864455056,0
0,11,-0.00073,1748,393,72,6779,40,419,1525,7,-120.717722443962,41.5308908131625,5
0,13,0.02225,1826,315,72,6929,27,402,1630,10,-119.782076070614,42.3407041976688,0
9,3,-0.015,1846,291,72,7778,27,296,1681,10,-116.851236531164,41.1850299860271,0
0,2,-0.00378,1873,279,72,7702,28,226,1716,10,-118.065639100887,41.6625231858082,0
9,2,-0.01589,1876,333,72,8883,57,517,1579,10,-105.273975092706,42.823441790607,0
0,2,-0.00549,1888,343,72,9453,60,489,1454,10,-105.202018076455,43.5126591223299,0
8,2,0.04772,1897,354,72,9742,62,454,1101,10,-105.439690595913,45.1062137043365,8
8,0,-0.0113,1907,320,72,9617,63,506,1303,10,-106.190039730198,43.9962591847307,0
0,3,-0.01356,1911,875,72,11090,46,697,347,12,-92.105032936194,42.9154913429894,0
0,2,0.05963,1918,321,72,8640,32,342,780,10,-119.575341899258,48.2210358382847,0
7,3,0.03306,1952,348,72,9914,61,421,930,10,-107.709086315592,47.0078735409252,0
6,2,0.02263,1969,324,72,9248,53,457,1489,10,-106.467352918343,43.5044024403048,0
7,2,0.03561,1970,361,72,9441,61,693,989,10,-108.108421659079,46.8872932402772,0
0,0,0.0357,1971,380,72,8881,56,573,1210,10,-108.615021585203,46.176304054521,51
7,2,0.01335,1995,394,72,9660,52,471,1192,10,-106.224555191549,44.84505141525,0
7,2,-0.00556,2008,379,72,9292,63,808,990,10,-108.687660610996,47.1519335474697,38
8,2,0.04249,2014,343,72,9852,64,503,1044,10,-105.279329694779,45.1112035002673,0
0,2,0.01484,2034,281,72,7942,32,550,1456,10,-115.533416313388,42.314703829721,0
8,2,0.04849,2051,361,72,9694,60,359,1134,10,-105.508633209214,45.0701413142002,8
7,2,0.03122,2078,293,72,7997,33,434,1448,10,-115.521309886758,42.4183615845773,0
6,2,0.00725,2092,338,72,9029,56,436,1548,10,-105.21742119321,42.9650339448017,0
6,2,0.04538,2130,344,72,10586,62,579,821,10,-105.548611387576,46.1689998694174,0
8,2,0.0111,2175,355,72,9862,59,261,994,10,-105.580080407605,45.3400852852966,0
0,2,0.07615,2177,363,72,9731,57,431,990,10,-107.598727408832,46.6068056440765,0
14,5,-0.00792,2179,530,72,8353,46,257,1135,10,-116.349044152866,44.085402815207,0
0,3,0.02152,2201,324,72,6821,46,326,1379,10,-121.711562149377,42.0546100693874,0
0,2,-0.00927,2212,321,72,6703,44,751,1380,12,-121.131332687532,43.2211273035007,0
0,15,-0.15384,2216,613,72,6929,40,232,894,8,-117.648240523826,46.3462137424838,0
0,3,0.01077,2220,384,72,9143,54,495,1131,10,-108.250826509553,46.2125662712385,14
0,7,-0.00289,2223,408,72,7788,45,241,2245,8,-106.54562359074,36.1710742308367,10
8,2,0.05306,2227,356,72,9811,59,542,977,10,-107.548089773177,46.6364977252015,0
10,10,0.01412,2228,331,72,7684,29,396,1541,10,-116.814555974952,42.837356052311,82
7,2,0.01333,2253,350,72,10460,60,520,874,10,-105.713090675674,46.0804698246639,0
6,2,0.05013,2281,351,72,9779,64,395,1101,10,-105.391755950243,44.760748389293,1
7,2,0.01756,2333,345,72,9931,63,597,994,10,-105.335572181309,45.2475988914907,0
0,3,0.09338,2354,444,72,7905,23,421,875,10,-114.667485318849,47.7073892984102,3
0,3,0.04287,2405,351,72,8310,56,573,1076,13,-111.715706898147,47.2683985893872,1
0,12,-0.01094,2506,403,72,6742,41,634,1530,10,-120.895121467302,41.6100950597704,5
7,3,0.00263,2527,381,72,9757,55,357,988,10,-106.463400315386,45.745780465373,0
13,4,0.0327,2537,324,72,10449,66,1101,717,10,-108.49106827336,47.6039774370579,0
7,3,0.09138,2551,438,72,11323,63,453,602,10,-101.041252386251,45.1300475929933,0
7,2,0.03769,2564,311,72,10891,67,643,709,10,-105.60818213659,46.594703572109,8
8,2,0.04928,2633,372,72,8910,64,568,1513,10,-104.344232167852,42.589014399553,0
9,3,0.00902,2656,375,72,9725,55,497,977,10,-106.686256544542,45.7544038250726,0
0,2,0.02914,2689,359,72,9132,62,511,1062,10,-108.364984002084,46.719046337051,0
0,3,0.03894,2695,277,72,7580,29,912,1252,10,-118.886447370202,43.4741109770775,0
10,3,0.08334,2714,358,72,8836,18,481,1437,10,-112.194361093027,42.578865699173,0
0,2,0.03404,2729,369,72,8923,64,582,1510,10,-104.333127085944,42.5709905392079,0
0,3,0.15766,2734,445,72,11313,60,697,610,10,-100.634691982341,45.0079266801031,0
21,42,0.01475,2754,433,72,7191,33,192,2143,6,-111.955767266522,35.9841751439514,48
0,14,0.00878,2828,403,72,8319,26,598,2369,10,-109.806906189744,37.7764512977562,43
0,4,0.08706,2850,344,72,8224,58,255,1717,10,-105.21421188046,41.9475061744755,4
6,2,0.00746,2894,354,72,10277,59,431,908,10,-106.085963722747,46.1803960321294,10
6,2,-0.01502,2970,717,72,11539,54,564,443,12,-95.3309428435425,43.3326437186278,0
0,5,0.04198,2976,760,72,11445,52,589,332,12,-94.248070485651,43.8120776882882,2
0,2,0.00152,2979,864,72,11148,47,792,356,12,-92.3135772172604,43.1090038704903,0
0,3,0.06401,2992,261,72,9066,23,731,1374,12,-112.604266535877,43.1683651787946,0
7,2,0.02583,3000,389,72,8176,58,802,1903,10,-104.778316445036,41.0174818368492,0
0,3,0.1562,3005,446,72,11535,59,410,546,10,-100.295399691708,44.9931793173246,0
0,2,0.08085,3094,424,72,10481,66,467,926,10,-102.589639012796,44.6230076589097,38
25,43,-0.03832,3233,491,72,6564,71,465,2473,6,-107.862646810348,33.3505025741017,59
10,5,0.01119,3240,786,72,11369,53,638,375,12,-93.7449740427744,43.4869608216029,0
0,4,0.04917,3259,376,72,7945,52,369,1905,10,-105.256486918766,40.749367676522,5
0,8,0.02918,3267,773,72,11419,54,877,343,12,-93.8631097689584,43.6167442673285,0
0,3,0.05538,3304,223,72,10114,61,1138,1555,10,-108.556014478513,42.9738033454857,19
0,25,0.00144,3310,310,72,7923,53,798,2165,6,-105.584784222985,38.3312605703792,42
19,26,0.0002,3378,421,72,9757,59,473,1169,8,-104.286595953931,44.7799537131925,93
8,2,0.07562,3430,335,72,8475,58,502,1051,10,-111.641822220489,47.4047192781107,0
11,3,0.07735,3646,275,72,9102,22,1128,1388,14,-112.223873791871,43.2817955584722,0
11,3,0.02174,3663,214,72,9922,24,493,1650,12,-109.54495510924,40.470659270669,0
22,57,-0.01316,3693,831,72,10747,42,461,320,14,-90.7346306449013,43.3438903695458,133
12,6,0.02493,3700,427,72,8902,11,583,1924,12,-107.296126625709,39.4817688291587,37
18,34,-0.0191,3725,824,72,10786,42,410,304,14,-90.7416884067764,43.4034650525389,144
0,2,0.00524,3797,620,72,11490,52,521,502,12,-97.0709382682387,43.6262085774718,0
23,32,0.01441,3827,815,72,10752,43,431,332,14,-90.8911386697897,43.4535480860892,108
13,4,0.09957,3866,568,72,7131,27,261,1036,12,-116.310015941329,45.9029391467856,0
21,59,-0.03703,3886,830,72,10814,41,428,297,14,-90.3964359306075,43.4325773482859,104
18,25,0.01004,3886,802,72,10409,38,561,305,14,-88.3289516171703,43.3876300448567,55
11,4,0.02241,3964,807,72,10374,36,555,301,14,-88.2368414170264,43.5773767440484,1
0,2,0.07078,3977,534,72,11632,57,1110,409,12,-97.9392459273903,44.3485870911151,0
0,3,0.0437,4025,537,72,11655,57,774,413,12,-97.8909288018221,44.3230987476644,0
6,2,0.01489,4078,564,72,11642,55,629,456,12,-97.685624939851,44.2828137025432,0
18,39,0.02242,4106,751,72,11515,52,904,307,12,-94.2308630843439,43.9218923388181,68
10,5,0.02195,4110,427,72,7779,51,338,2227,10,-104.773492398388,37.1943586324053,40
16,22,-0.03189,4114,871,72,10817,45,850,330,14,-91.8353564141626,42.842907265028,66
0,3,0.03965,4223,825,72,9431,17,561,222,12,-82.710261679768,43.7581518278547,22
10,4,-0.00416,4226,780,72,10687,37,516,238,12,-88.7471189986323,44.0771544097278,0
0,22,-0.00139,4331,561,72,6927,61,645,1583,1,-120.729055056555,40.3805758517738,88
0,3,0.0105,4341,794,72,10719,37,635,301,12,-88.7754857723225,43.7653039381051,0
21,34,0.03234,4346,328,72,8337,53,244,1262,1,-111.926034260189,46.8783458137643,0
10,4,-0.01837,4399,317,72,8010,28,646,986,12,-114.078562623667,46.5849366073772,90
22,37,0.01747,4488,416,72,8500,19,326,2242,10,-108.785402457744,38.6532291458612,47
0,7,0.05512,4565,415,72,8484,54,723,1330,10,-109.583167915108,45.5263054284463,0
13,3,-0.02452,4599,862,72,10664,40,544,357,12,-90.2341557562952,42.973705628849,54
21,40,-0.00313,4662,454,72,6742,73,415,2537,6,-107.493649823652,33.7801694606706,61
0,3,0.09261,4718,517,72,11604,56,761,386,12,-98.1514925626104,44.4223958308599,0
0,4,-0.09834,4898,810,72,10743,41,460,287,14,-89.8537254982694,43.4852659452276,29
9,3,-0.01071,5012,853,72,10619,39,468,351,12,-89.9364677952339,43.0030248916364,0
14,8,-0.02851,5024,783,72,10732,38,911,228,14,-88.8646797816857,44.0766829136062,0
9,4,0.00814,5132,771,72,11527,48,495,280,14,-92.9215012295204,44.847552533974,23
14,19,0.01111,5135,767,72,11548,48,653,266,14,-93.066329229371,44.808931448325,94
14,4,-0.03605,5189,801,72,10712,41,1455,271,14,-89.6534515440434,43.4808134306076,12
13,12,0.0198,5292,836,72,10187,33,524,281,14,-87.9432259406812,43.8322505670826,25
0,52,-0.00206,5347,351,72,8600,29,747,810,1,-119.755839207829,48.5374464196219,190
14,4,0.05026,5540,793,72,9765,27,590,280,14,-84.8442886412597,43.7751614642664,98
18,34,-0.03144,5689,1075,72,8791,19,864,468,4,-78.6339182622014,42.0208716117513,207
21,53,-0.0185,6013,382,72,6755,27,551,1225,1,-119.053586192603,44.5399591436978,73
18,34,-0.05219,6175,914,72,9050,21,368,447,14,-76.7752772934611,42.5566846100009,63
25,74,0.02349,6232,1059,72,8678,17,317,655,4,-78.18246476081,40.7901106015121,41
26,77,0.03414,6324,1063,72,8739,17,282,674,4,-77.9523459572102,40.9369159649753,145
19,45,-0.01805,6328,1007,72,9007,14,407,463,14,-75.9217311681223,42.0417209780161,146
16,18,0.02257,6457,1061,72,9488,14,411,296,14,-74.721818679832,42.8719410670832,17
0,36,-0.00808,6479,840,72,8892,22,396,497,14,-77.0358973252792,42.0587867881447,144
26,61,-0.05106,6663,892,72,8796,21,963,518,4,-77.2869969512718,41.6404735602206,0
16,34,-0.01107,6735,1155,72,9339,14,610,32,13,-68.9254395097007,44.4626219790136,0
14,5,0.01502,6752,832,72,8887,23,635,494,14,-76.7867668358203,41.8775962751395,0
19,64,0.03606,6870,1108,72,9621,11,884,58,3,-70.0000479484261,44.2602983477176,0
25,74,-0.01199,6916,1056,72,8987,13,424,473,4,-75.7267274676754,41.8371028746541,165
25,72,-0.00072,7045,952,72,8843,21,288,559,4,-76.7798887218292,41.3359128030958,158
31,69,-0.04322,7090,2123,72,5675,66,213,907,1,-121.848888160776,45.6025678703176,268
21,70,0.02251,7109,936,72,9955,19,863,116,4,-73.1367929722032,43.8789066835222,140
29,79,-0.05188,7167,917,72,8815,23,519,573,4,-76.5768866129344,41.4395123017495,130
22,57,-0.02429,7234,1074,72,9185,11,419,353,14,-73.3154751614271,42.4480308117567,0
17,9,0.06558,7571,1089,72,9546,11,703,257,14,-74.3647252877514,43.0358183813379,134
23,75,-0.03036,7659,1100,72,9202,10,537,348,4,-73.2659538591216,42.3820922660496,0
25,77,-0.03159,7953,1102,72,9456,8,666,271,5,-71.8917865349712,43.0612196341686,0
29,64,-0.03957,7975,2158,72,5806,67,349,849,1,-121.852019998919,46.1959147155733,241
21,76,0.06297,8198,1166,72,9343,13,573,101,5,-70.295488446887,43.8670348597173,0
19,63,0.02281,8446,1162,72,9393,11,1021,146,5,-70.9690451009617,43.4835618311593,0
29,70,-0.16757,8495,2351,72,5180,62,250,911,1,-122.102768251359,45.2332781712956,298
21,71,-0.00125,9103,1178,72,9264,13,421,108,4,-70.3290879603365,43.7531487360537,0
33,73,0.01454,9376,3196,72,4421,61,210,634,1,-123.956647735652,47.5107567267555,395
11,9,-0.00182,14753,397,72,7699,50,292,2361,8,-105.770342079633,36.2216273721847,35
0,0,-0.00462,20976,282,72,8330,22,999,1711,16,-114.910542731203,40.761813945998,0
0,22,-0.00831,25217,832,72,9432,21,533,188,14,-85.8047296846855,44.9520338852265,101
0,0,0.00582,54627,320,72,8145,22,997,1839,16,-115.025111829424,40.4611519758849,0
0,2,0.00548,54885,783,72,7407,40,852,626,0,-116.543221146837,48.2561514597341,139
0,0,0.05123,63680,189,72,10278,57,1003,1245,7,-108.185913973816,44.4314415613773,13
0,1,0.05418,65535,818,72,10141,22,1019,28,0,-73.2988244122533,44.4847413945708,16
0,1,0.04092,65535,503,72,7738,25,1094,880,0,-114.137845143844,47.9328684619953,0
0,1,0.03527,65535,815,72,10108,22,743,28,0,-73.3527212240131,44.409211827475,0
0,2,0.03018,65535,836,72,9376,16,530,190,12,-82.6368557136247,43.7996115017054,0
0,1,0.04004,65535,813,72,10129,22,955,28,0,-73.3239571745224,44.4858337918136,16
