HEIGHT,PCT_TREE,NDVI_DELTA,NPP,PRECIP_ANN,TEMP_MEAN,TEMP_SDEV,PRECIP_CV,CTI,ELEV,LC_TYPE,X,Y,NCBD_30M
0,39,0.01571,65535,1177,85,9068,6,524,154,13,-71.7661977516654,42.2594977745522,0
13,4,0.03788,65535,909,85,10437,35,941,241,14,-89.0561519216222,42.2322848659557,46
0,5,0.01685,65535,983,85,9142,12,705,189,8,-78.7547865701745,42.8859086190622,2
13,5,0.03386,65535,248,85,7879,49,931,475,13,-120.536344604454,46.9982464765148,0
0,0,0.00514,995,199,86,10876,24,1016,1445,10,-109.460853686325,40.0640882718627,0
0,0,0.00788,1009,219,86,8869,35,342,1951,7,-111.021262857219,38.5630393066069,0
0,0,0.06988,1088,416,86,10314,65,536,816,10,-102.327962879766,43.8650707553188,0
0,2,0.06689,1115,234,86,7940,27,359,1563,7,-118.474523975991,40.9751932268954,0
0,3,0.01847,1129,232,86,7585,42,578,642,10,-120.130051691815,46.5300976036623,0
0,0,0.01346,1146,224,86,10542,22,829,1567,10,-109.33367626583,39.9190284051964,19
0,0,-0.01217,1161,161,86,7746,19,401,1824,7,-117.77344007005,38.6367268884016,0
0,0,-0.00109,1179,198,86,9089,26,412,1537,10,-114.18878592074,40.7687143958609,5
0,3,0.01802,1214,234,86,8639,43,480,625,10,-119.979037956297,47.403781945957,0
0,0,0.00103,1250,320,86,7424,67,781,2195,10,-108.163188749499,34.5486582125144,0
0,1,0.03545,1346,282,86,8019,14,631,1830,7,-114.880276955886,38.4360266882021,13
0,0,0.00494,1389,286,86,8290,20,489,1903,7,-114.010115148827,38.3392029038575,28
7,0,-0.00896,1448,350,86,7066,69,695,2152,10,-109.122521381791,34.3126203658516,0
0,0,0.05919,1454,184,86,7776,18,611,1772,7,-117.827811632217,39.2206067536605,25
0,5,0.02182,1573,305,86,7324,35,257,1514,7,-119.99472790385,41.1412005502428,0
0,2,0.01869,1597,249,86,9348,25,254,1851,7,-110.259014089426,39.1845129512994,9
6,3,0.01659,1602,355,86,8741,24,276,1911,7,-108.927725872504,38.3085916989795,45
6,1,0.03004,1628,307,86,8498,18,1008,1767,10,-112.684825097473,38.6188680783975,6
0,3,0.04906,1675,302,86,8166,23,445,1832,7,-112.718533191875,38.064862591858,11
0,2,-0.01113,1720,239,86,7620,15,410,1988,7,-116.239432031408,38.07358265365,0
0,0,0.03157,1722,306,86,8469,39,356,2088,7,-107.629501720475,36.4132642208339,25
8,2,0.04813,1734,278,86,8928,26,657,1394,10,-113.16684739892,41.8083936733829,0
9,3,-0.02458,1810,262,86,7800,27,549,1209,10,-117.48136231901,42.8705912425694,0
7,2,0.01778,1833,349,86,8798,25,286,1892,10,-108.962184596812,38.1570028124639,35
10,4,0.03961,1833,285,86,7792,25,431,1943,10,-117.07806015918,39.5074807995354,8
10,8,0.01473,1897,295,86,8147,19,358,1977,9,-114.163671449469,38.970981008181,44
0,4,0.07561,1910,283,86,7918,37,432,589,10,-118.710000760255,47.5317424157382,0
0,2,0.00111,1999,283,86,7984,24,316,1873,10,-116.669842031702,39.7068760821564,0
11,11,0.03117,2128,429,86,8698,17,218,1732,10,-112.028469903044,40.0239321272668,21
10,2,-0.01974,2129,324,86,9311,21,835,1320,10,-112.674695147076,41.7843444877429,27
0,3,-0.0476,2253,809,86,10966,51,638,343,12,-94.5234851381815,42.2801592365303,0
8,2,-0.04802,2289,413,86,8170,67,404,1902,10,-104.579710117147,38.8058370086493,0
0,25,0.02535,2396,348,86,8784,29,364,1947,10,-109.078348739896,37.665849200646,54
0,1,-0.00139,2447,354,86,8951,70,610,1525,10,-104.258198656411,40.7862411828884,0
5,2,0.05666,2473,412,86,10083,66,548,861,10,-102.753714617419,43.8330787556268,0
8,4,0.02829,2537,697,86,7027,47,335,826,10,-118.263119192658,45.8554747589087,48
0,5,0.05402,2575,589,86,10201,58,649,829,10,-100.071946849832,42.2353491635691,0
9,3,0.00028,2617,372,86,6720,38,525,936,10,-120.65187065969,44.9102864545696,0
0,2,-0.06096,2645,424,86,9798,66,486,992,10,-103.104734815892,43.3098748879144,0
9,2,0.0402,2646,375,86,8424,69,481,1831,10,-104.320200011004,38.7419338524282,0
10,25,0.01237,2712,347,86,8030,35,592,2289,6,-110.175474328282,36.3782801697632,47
0,20,0.0033,2746,866,86,10793,44,681,270,12,-91.9374405669623,42.2116095741366,0
6,2,0.01094,2751,502,86,9992,65,546,925,10,-101.033251065224,42.6202483744498,0
5,2,0.07178,2769,494,86,10027,65,499,895,10,-100.983596017283,42.7273238087239,0
0,2,0.01709,2797,881,86,10685,44,655,290,12,-92.1213056325899,42.0420633066271,0
9,2,0.04401,2820,409,86,8654,57,1079,1446,10,-104.138721046746,41.543291962115,0
11,21,-0.05178,2901,325,86,6807,27,295,1058,6,-119.353364686499,44.4033574795959,70
6,2,0.02125,2919,428,86,9960,68,449,981,10,-102.813841086541,42.9905263464296,0
0,2,-0.01991,2926,818,86,11014,50,504,370,12,-94.8074296866091,42.0998137321461,0
0,2,-0.03467,2942,418,86,9814,68,650,937,10,-103.008673527332,43.7662883664739,0
6,2,0.04028,2959,509,86,10303,64,543,798,10,-100.381737276416,42.8566425931529,0
0,2,0.03426,2961,526,86,9884,63,624,944,10,-100.796910526478,42.0255356855596,0
8,3,-0.01353,2971,412,86,9954,67,598,876,10,-102.905025436014,43.7237774111237,3
6,2,0.02296,3023,440,86,9742,52,724,1097,10,-101.932059486581,41.3939584076136,0
6,2,0.03499,3025,390,86,9031,71,464,1457,10,-103.680534011794,40.9073094259553,0
0,2,0.02327,3082,577,86,10085,59,563,815,10,-100.154900367039,42.0042750550673,0
0,2,0.06566,3117,379,86,9232,68,475,1247,10,-103.599418332051,41.9323345719817,0
7,2,0.0317,3128,589,86,10127,59,872,809,10,-99.9295834744854,41.7576757486792,0
0,56,0.09903,3159,844,86,9482,21,965,297,14,-84.1499051819793,42.0833521632533,95
0,3,0.0832,3170,418,86,10592,67,520,707,10,-101.801351903614,43.9926104561943,0
0,2,0.02011,3199,581,86,10145,59,591,812,10,-100.130900714575,42.0856222862556,0
0,2,0.01272,3208,525,86,9849,63,932,951,10,-100.858325054617,42.1137847549347,0
0,2,0.03087,3290,589,86,10185,58,974,810,10,-100.084460921044,42.0788198200148,0
0,3,0.02244,3343,439,86,10802,64,512,659,10,-101.09279909612,43.9992874927195,0
0,2,0.00713,3349,552,86,10003,62,747,879,10,-100.391405757767,41.56167347603,0
0,2,-0.02279,3353,519,86,10887,48,582,544,12,-97.494118314977,42.5759191954944,0
0,13,-0.00998,3420,236,86,6380,38,621,847,10,-121.224578444048,44.334261031213,0
7,2,0.05408,3420,597,86,10294,58,616,791,10,-99.7851966721293,42.0995657561565,0
0,3,0.08896,3421,419,86,10706,66,892,697,12,-101.704504451681,44.0676020478172,0
6,2,0.03737,3453,540,86,10161,62,775,835,10,-100.274919832935,42.6189147292481,0
0,2,-0.0043,3460,471,86,9901,52,781,1043,10,-101.374790352445,41.4013639403547,0
0,10,-0.03235,3464,596,86,6577,58,602,675,10,-121.232773742848,45.3195809174962,32
0,3,-0.0369,3499,303,86,8476,25,158,518,12,-119.665915772135,48.845026674219,56
0,2,0.10173,3518,598,86,10312,58,510,803,10,-99.7696805473019,42.2440047217015,0
0,2,-0.07221,3551,524,86,9970,65,542,949,10,-100.70296248887,41.4213313472266,0
0,2,-0.00925,3653,913,86,10291,34,650,242,12,-89.4724646891639,41.9497879380389,0
0,2,0.0547,3653,589,86,10234,59,498,779,10,-99.9242776872402,41.9788360505087,0
0,4,0.00669,3681,525,86,9964,65,617,956,10,-100.737233177066,41.6628161221302,0
0,2,-0.00035,3712,449,86,9251,66,769,1238,10,-102.860660913403,41.4569110426049,0
0,2,0.04078,3739,582,86,11190,54,724,404,12,-97.7483917202532,43.1961284509839,0
8,3,-0.01074,3760,433,86,9898,66,632,1012,10,-102.796989019894,42.8903938660857,15
0,2,0.05581,3775,688,86,11017,52,672,399,12,-96.3873109638794,42.628540618923,3
16,18,0.08188,3803,934,86,10293,32,501,283,12,-88.4497168198403,41.9638047221159,0
7,3,0.00781,3900,843,86,10941,49,508,341,12,-93.8485673776033,42.1519554363045,0
7,3,0.05203,3919,593,86,10272,58,748,780,10,-99.8733034739353,42.0194102941569,0
11,4,0.03767,3932,300,86,6959,32,555,1308,10,-120.405913017489,42.572466380805,37
0,2,-0.00498,3949,291,86,8801,14,441,1723,12,-111.622488403372,39.2777957089962,31
0,3,0.05159,3962,494,86,10389,62,650,708,10,-100.557645874735,43.4404895658171,65
9,3,-0.01686,3970,418,86,9775,67,521,1073,10,-103.040426815089,42.7694160776541,22
0,2,0.02287,3977,466,86,9871,47,833,1063,10,-101.433840448804,41.4767530197612,0
0,2,0.04415,3993,464,86,10682,63,719,655,10,-100.716694018181,43.8351689305058,0
9,3,0.01921,4002,542,86,10061,62,523,857,10,-100.329224289277,42.4905135734543,0
32,56,0.02908,4016,635,86,6751,46,280,2179,1,-109.850054302786,33.9006634716548,162
0,3,0.06451,4033,264,86,8211,30,616,1284,12,-114.115131686348,42.5547130834098,0
7,4,0.08628,4035,469,86,10336,66,544,834,10,-101.107441214187,43.3373458111495,11
7,3,0.02414,4039,416,86,8966,66,384,1360,10,-103.440848900121,41.4427941924202,0
0,2,0.02549,4050,665,86,10887,54,558,461,12,-96.9587499122422,42.5202247707301,0
21,68,-0.00777,4097,1011,86,9042,14,558,204,4,-79.0520772554354,42.6213608489907,179
0,3,0.03046,4124,671,86,11160,53,512,383,12,-96.5384253581344,42.8232778082074,4
14,2,0.03598,4130,927,86,10419,33,816,268,12,-88.7571551639794,41.9070028421352,35
9,3,0.00997,4150,842,86,10959,49,495,307,12,-93.5358691484669,42.1208228090451,81
0,3,0.05187,4175,486,86,10465,62,459,682,10,-100.584593290338,43.5912923940761,0
0,2,0.03392,4180,877,86,9612,24,584,286,14,-85.004435875585,42.2985639247734,14
0,3,-0.00542,4187,637,86,10378,56,489,664,10,-98.423538992071,41.7788582058621,0
8,3,-0.00469,4203,561,86,9937,63,566,907,10,-100.290441899424,41.3430700928619,0
0,2,0.00957,4211,576,86,11105,56,1196,479,12,-98.6389742024769,43.4463949078974,0
6,2,0.07601,4234,576,86,11046,56,584,486,12,-98.7548081755846,43.4322938098481,0
8,4,-0.00349,4237,732,86,11076,53,422,370,12,-95.7668565699636,42.466027065817,0
7,2,0.05847,4242,585,86,10971,57,556,489,12,-98.8780991669217,43.3358606784622,3
0,4,0.02162,4252,541,86,10064,62,703,852,10,-100.332677909168,42.5177727773098,0
11,6,0.05864,4263,733,86,7470,39,1208,688,1,-116.551010315597,47.3196316890151,136
0,3,-0.05345,4322,900,86,10736,38,434,254,12,-90.8748339350228,41.9961243662248,21
9,4,0.0199,4391,413,86,7775,48,794,2076,10,-104.707037593722,37.3583771285112,37
21,51,0.01335,4477,667,86,6986,43,564,2194,8,-111.309416665082,34.485811891088,96
9,5,0.02414,4644,918,86,10392,34,551,247,12,-89.2105274725363,42.0040493456556,20
8,3,0.06339,4706,577,86,10970,57,550,486,12,-98.905339238481,43.4077409296538,0
0,2,-0.01339,4708,647,86,10884,53,504,454,12,-97.0865920998099,42.5544851847182,0
9,3,-0.00447,4717,397,86,9806,66,536,1084,10,-103.352292978605,42.7282216270464,0
15,7,0.06423,4764,894,86,9489,21,560,295,14,-84.6474969667042,41.7132270670828,17
15,3,0.03825,4767,887,86,9555,24,1205,290,12,-84.9907635298833,42.1055482570019,34
0,24,0.00189,4771,906,86,10428,34,684,224,14,-88.9525038303047,42.1897739106055,152
10,4,0.01277,4786,861,86,10892,47,601,294,12,-93.1953203711747,41.9085497018345,0
9,3,0.03264,4802,615,86,11172,55,1038,352,12,-97.1378569885172,42.8121235876162,0
0,4,0.01728,4803,548,86,10882,58,545,558,12,-99.4610843946862,43.5488376124428,0
10,4,-0.03397,4942,287,86,6933,31,885,1313,10,-120.438519574444,42.6692969999745,42
15,12,0.01071,5073,889,86,10600,44,444,276,12,-92.3491394595694,41.9294436546522,17
0,40,0.05467,5121,836,86,9522,21,499,290,14,-84.1778184088392,42.1334680893982,43
0,19,0.01253,5167,886,86,9288,21,802,201,14,-85.923151193139,42.9391483805528,55
19,24,0.05019,5236,965,86,9346,20,499,235,14,-85.9831523048527,42.3586450789684,64
17,37,0.024,5485,810,86,9295,14,631,87,14,-78.4009859071113,43.3600889578726,168
15,14,0.04271,5515,806,86,9612,20,703,283,14,-83.810079889356,42.3835254967855,140
19,25,0.0226,5555,1129,86,7940,10,344,936,12,-79.5672496011123,38.5372569588929,165
0,50,0.08004,5697,1024,86,8550,13,382,597,4,-78.800604586301,39.8763989083525,113
17,14,0.05923,5887,899,86,9469,21,497,306,14,-84.6837348108804,41.7323433246708,171
0,5,0.03132,5901,418,86,9287,68,951,1237,10,-103.04377779569,42.1053889735443,0
18,13,0.08134,5988,908,86,9478,22,566,315,14,-84.8727092394132,41.6456752891193,0
25,79,0.05382,6075,1187,86,8419,14,428,635,4,-79.5446342392822,39.7745216253735,145
13,3,0.03275,6109,854,86,9174,21,503,202,14,-76.7824939656564,42.7103506959076,54
0,7,-0.05346,6517,1098,86,8653,12,534,576,14,-78.8122658543288,40.2237426788953,110
14,23,0.01827,6532,941,86,9285,15,488,125,4,-76.6990701251632,43.1253209469138,39
24,49,0.0066,6539,1083,86,8861,17,419,427,14,-79.6225770717665,40.9061260401064,123
18,42,0.01782,6544,409,86,7677,57,289,2091,8,-104.552540646507,37.0943913091966,67
23,57,-0.0464,6560,836,86,9113,22,1026,200,14,-76.8671116141048,42.6239307431399,175
19,49,0.03493,6572,1003,86,8745,17,500,421,4,-78.0961474476537,40.752871111633,87
26,75,-0.0266,6620,941,86,8871,19,281,398,4,-77.4682759960949,41.4950004536353,173
18,12,-0.01475,6661,864,86,9227,18,440,158,14,-77.082314400692,43.0189246699636,50
28,44,-0.02692,6665,1485,86,4759,74,270,961,6,-123.85648099198,42.2156118446686,406
24,71,-0.01783,6852,1036,86,8855,15,522,559,4,-77.7334492046974,40.7506609535394,138
21,73,-0.0127,6997,922,86,8854,20,771,387,4,-77.4217651356324,41.5301874135692,160
28,79,-0.0141,7006,1079,86,8907,16,330,504,4,-77.3723001043567,40.8670539628105,98
24,58,0.04262,7010,1139,86,8862,15,677,404,14,-79.11556507394,40.8266812397016,133
18,48,0.01628,7068,747,86,6404,60,608,660,8,-121.354718423584,45.2666764362035,309
26,79,-0.00217,7177,985,86,8957,18,209,371,4,-76.9495400515366,41.199236436494,123
26,78,-0.00261,7273,1019,86,8937,17,294,403,4,-77.2599804492907,41.1545249345227,175
16,27,0.03626,7343,1045,86,8900,17,342,383,14,-80.2768861210683,41.2739608291824,32
30,75,0.00521,7375,1927,86,5422,54,604,318,5,-121.734012542723,48.6220989827942,401
26,79,0.02265,7397,1194,86,8784,14,275,378,4,-76.286536254356,40.5171429679719,153
19,12,0.03433,7754,1162,86,8804,14,377,489,14,-79.0700387817445,40.5621163291709,9
22,75,-0.03615,7973,1044,86,9338,12,696,126,4,-73.9569730564398,42.2080119465954,137
23,72,0.00582,8263,1182,86,9297,7,539,120,4,-72.7962081954322,42.0900522673124,0
24,79,-0.00345,8332,1074,86,9193,11,673,159,4,-73.7631735327301,42.0438440454898,163
23,57,0.00744,8336,1092,86,8878,18,429,402,14,-79.7402780081302,41.1988109152491,115
24,74,0.03479,8475,1108,86,9241,9,472,89,5,-71.377133443911,42.702910081292,0
29,52,-0.00796,8511,573,86,6477,65,216,1156,1,-122.807124265258,41.6908084143495,121
35,68,0.00221,8572,962,86,5612,66,302,946,1,-123.056746281579,42.7094786149725,181
24,75,0.02668,8637,1137,86,9084,8,458,112,4,-71.5727683585183,42.4405882214495,0
34,64,0.00495,9030,1225,86,5532,76,220,1206,1,-123.359465664927,40.741280636986,287
29,57,-0.02276,9184,2597,86,5173,64,247,561,5,-122.327897107801,45.8729511391028,81
32,74,-0.02575,9693,2591,86,3500,62,476,386,5,-123.906151767849,45.8588939334444,437
35,75,-0.02066,9712,1564,86,4391,73,333,844,1,-123.940820780374,42.7633199478453,346
28,66,-0.07762,9875,1634,86,4921,47,435,524,5,-122.144868534914,46.9581300593384,161
23,76,0.00766,10002,1209,86,8791,7,584,144,4,-72.3096983084841,41.8339606173196,158
31,59,-0.01432,10297,1613,86,4230,73,242,753,5,-123.984639019634,42.8151902880977,45
0,3,0.01306,12844,322,86,8096,40,400,2194,7,-109.171980471405,36.1071594874515,18
28,56,-0.00067,12989,1927,86,4997,56,656,541,1,-122.384118856767,46.5855467222905,167
19,29,0.01435,16390,824,86,9270,17,749,189,12,-77.4680464848553,43.040474498983,56
0,4,0.01148,55224,772,86,9818,27,703,184,13,-83.9686285837228,43.4492660683113,0
15,23,-0.00971,65535,868,86,9669,30,480,182,8,-87.8152140079987,42.3944228240765,4
0,0,-0.00719,1029,271,87,8207,16,801,1805,16,-114.590505967559,38.4872178711307,1
0,1,-0.00455,1178,230,87,7540,24,641,1315,10,-118.180494913402,42.4143443094689,0
0,0,0.0021,1178,234,87,8693,23,372,1731,7,-113.78283354686,39.5354129132577,0
0,0,0.00352,1249,229,87,9450,21,835,1667,7,-110.709135610106,39.4164320684222,0
0,0,0.00947,1267,316,87,7479,65,1016,2187,10,-108.119228376375,34.5807667246115,0
0,1,0.01853,1296,244,87,7205,49,491,1581,10,-119.886898280852,39.7156783754351,0
0,1,0.03912,1303,187,87,7901,21,292,1619,7,-118.202718941093,39.8104454648631,0
9,2,0.10471,1327,236,87,7963,28,287,1542,7,-118.500240069619,41.195575693617,0
0,0,0.02323,1379,315,87,7549,63,740,2183,10,-108.097407100133,34.6909123835737,0
5,0,0.00436,1382,318,87,7327,68,619,2150,10,-108.505731828009,34.4285329616906,4
0,2,0.01306,1426,237,87,7891,32,711,1476,7,-117.372648320469,41.2156664477189,0
0,1,0.01659,1430,260,87,8263,18,393,1839,7,-114.391469742982,38.8793560692934,0
0,2,-0.01843,1509,353,87,6600,35,807,795,10,-120.255324169022,45.1689254117513,0
0,0,-0.01298,1516,301,87,8057,45,475,2175,7,-108.771637375521,35.8832510520557,17
12,3,-0.05557,1517,460,87,6732,49,870,1278,10,-121.163144226873,41.2499248860155,0
0,0,0.02458,1524,235,87,7227,49,689,1609,7,-119.866193337959,39.7301934075653,0
0,2,0.00571,1557,214,87,7702,27,383,1594,7,-119.235133777227,40.4761708093635,0
0,3,0.03285,1794,309,87,8487,34,483,604,10,-119.02064200947,48.0262979548384,0
0,3,0.02685,1848,332,87,7865,47,468,2138,7,-108.87879535776,35.3558263062097,30
0,2,0.03102,1855,306,87,7905,16,299,1927,7,-114.879091536159,38.1965115175952,9
0,2,0.0117,1974,595,87,6136,71,363,2089,7,-116.811200217721,34.2930622475155,0
7,2,0.02667,1999,260,87,8092,34,310,1238,7,-115.97158192953,42.6553369769822,0
10,13,0.00488,2024,578,87,7199,41,490,2117,6,-111.262851514143,34.7410585324598,44
7,3,-0.04776,2035,244,87,7882,28,625,1344,10,-117.710759618495,41.8342042147495,0
0,3,0.01443,2062,362,87,6863,41,306,834,10,-120.801559288184,45.1015065924903,0
7,3,0.05398,2076,290,87,8827,36,293,547,10,-119.61145636658,48.1250659798717,0
8,2,0.00534,2163,342,87,8715,73,838,1728,10,-103.976789333407,38.8107267384724,0
0,3,0.08739,2229,256,87,8222,28,1317,1271,12,-113.899590341556,42.5477365427232,0
0,0,-0.00717,2347,355,87,9085,71,569,1500,10,-104.097112290054,40.65591976169,0
9,2,0.06963,2387,198,87,8946,31,577,1839,7,-111.291823754794,38.8650260046112,0
0,3,0.01525,2404,265,87,8555,36,503,1227,10,-114.192158570931,42.7236391439599,0
0,3,0.03688,2410,345,87,6816,37,303,778,10,-120.256952766798,45.3345742805728,0
9,3,0.02604,2467,308,87,8833,17,441,1673,12,-112.444178601663,40.0983453218355,0
0,3,-0.02218,2493,362,87,6845,41,929,1274,7,-121.331127464231,41.722864810907,0
6,2,0.02929,2502,348,87,8782,66,489,1326,10,-104.39741388317,42.0900735193459,0
10,4,0.03454,2586,415,87,8810,19,569,1731,10,-111.820147211002,39.7934864488731,16
6,3,-7E-05,2656,826,87,10908,50,923,342,12,-94.2449968990913,42.2444007143671,0
0,2,-0.01393,2683,357,87,8687,62,554,1579,10,-104.653716657118,40.7593136816271,0
0,2,0.05425,2698,378,87,8722,66,466,1681,10,-103.915184788602,39.4926865541301,0
0,2,0.02283,2758,369,87,8808,70,480,1641,10,-103.598378541283,39.2569940797113,0
9,2,0.05246,2824,881,87,10653,44,587,277,12,-92.2093058339978,42.0248919838897,0
12,7,-0.03001,2908,239,87,7688,50,340,464,10,-120.564188744935,46.7132166052208,0
7,2,-0.00348,2932,355,87,9035,70,555,1518,10,-104.16557619184,40.7147083864265,0
0,3,0.02108,2936,239,87,7465,25,376,1287,10,-118.299134515785,42.7163721232164,0
7,2,-0.03008,2944,831,87,10886,49,623,342,12,-94.1381962320666,42.1847431057255,0
0,2,0.02362,2969,412,87,10080,68,875,891,10,-102.856745824466,43.3001591309719,0
0,2,0.0466,3025,258,87,8072,26,735,1305,12,-113.809624964722,42.4101411591624,0
10,21,0.02463,3065,346,87,8011,23,372,1889,10,-113.841734635668,37.6310344716819,30
6,2,-0.01608,3082,805,87,10816,50,500,429,12,-95.1856001326987,41.8895445101505,0
0,3,-0.00505,3101,910,87,10268,35,546,226,12,-89.7465961758098,41.9279496046544,0
0,3,0.0935,3105,419,87,10452,66,698,771,10,-102.050501150083,43.9747360008489,12
6,2,0.00282,3179,438,87,9731,56,463,1095,10,-101.99256249394,41.3628346976648,0
10,2,0.03223,3180,925,87,10351,33,520,253,12,-89.0650722196329,41.7553399472816,12
6,2,0.00241,3210,439,87,9720,56,636,1090,10,-101.996388224948,41.3582170259096,0
0,2,0.02205,3212,530,87,9952,64,705,914,10,-100.562173420823,41.3293664825962,0
6,2,-0.00101,3222,439,87,9694,55,520,1108,10,-102.001719176877,41.4041621069749,0
0,2,0.05028,3224,600,87,10392,57,611,769,10,-99.4273151361219,42.2591564070884,0
0,2,0.00134,3251,660,87,10346,56,687,573,12,-97.9310940842712,41.8337315972895,0
0,2,0.011,3308,517,87,9848,60,599,1011,10,-101.060194053707,41.9277456278498,0
6,2,0.00648,3321,448,87,9835,45,768,1076,10,-101.710026934818,41.3686269981495,0
5,2,0.05908,3364,593,87,10349,58,651,785,10,-99.7151189684695,42.4303337414754,0
0,2,-0.08362,3372,556,87,9931,63,616,899,10,-100.291035599564,41.2742600663585,0
6,2,0.03507,3398,495,87,10110,66,683,864,10,-100.788050926617,42.7485912740411,0
0,2,-0.00714,3412,763,87,10903,53,641,416,12,-95.5976503988584,42.1517019070197,0
0,6,-0.02056,3462,297,87,7013,32,648,1307,10,-120.352158339594,42.5640170955512,7
0,2,0.03694,3493,452,87,9234,68,732,1258,10,-102.834838219377,41.2995127151455,0
6,2,0.08365,3533,536,87,10271,63,459,802,10,-100.189779551278,42.7321552823444,0
0,3,-0.03501,3539,417,87,9973,68,755,958,10,-102.987945400309,43.1365627920956,0
0,8,-0.01736,3551,246,87,6384,40,719,830,10,-121.247612285255,44.3536007021388,0
13,4,0.04217,3566,925,87,10352,33,582,257,12,-88.6365212603789,41.9373733864221,0
0,2,0.0649,3638,256,87,8177,26,1014,1278,12,-113.807871009539,42.5065413979536,0
0,4,0.10474,3653,432,87,10185,67,461,883,10,-102.0459958561,43.5349476464053,0
8,2,-0.04286,3681,421,87,9847,64,748,1017,10,-103.234889125318,43.1999197496953,0
0,2,0.03451,3735,367,87,8329,54,778,1597,10,-105.113377340633,40.7125832364672,0
7,2,0.00773,3752,670,87,10848,54,986,446,12,-96.9907376043721,42.4187600335081,0
8,3,0.02916,3766,408,87,9082,65,345,1294,10,-103.431265815591,41.6534033401587,0
0,3,0.00233,3857,440,87,10858,64,550,593,10,-100.856331219412,44.0437591350557,0
0,2,0.05103,3878,583,87,11148,54,690,422,12,-97.8063442402731,43.1680831888719,0
0,2,0.01507,3886,644,87,10937,54,742,428,12,-97.0563228293977,42.5805443962363,0
0,7,0.0228,3893,918,87,10340,34,641,252,12,-89.2080396639018,41.876103239686,0
0,14,0.03933,3913,891,87,9548,23,1056,289,12,-85.0141255605126,42.0249706377728,37
10,5,-0.00488,4016,419,87,9659,68,692,963,10,-103.29076788896,43.4572271441609,11
7,4,0.05698,4023,564,87,10545,60,521,741,10,-99.7390100399815,42.789105873163,0
0,4,0.02338,4058,528,87,10972,58,399,503,10,-99.551944515845,43.6277355200643,0
0,2,-0.03795,4081,587,87,10060,61,764,820,12,-99.8997406056655,41.5317984031487,0
10,10,0.06958,4100,899,87,10360,35,881,219,14,-89.3331976184949,42.0864560814921,32
7,2,0.02898,4174,658,87,10377,56,749,581,12,-97.9276488526077,41.8955075210656,0
0,2,0.02081,4176,699,87,10950,52,472,399,12,-96.2715396694757,42.5116171631659,0
0,3,0.04023,4177,597,87,10433,57,744,714,10,-99.1890849160019,42.3109931605843,0
10,3,0.01851,4249,919,87,10360,34,658,244,12,-89.2270617185428,41.9159990201723,67
0,3,0.05976,4250,434,87,10177,68,434,884,10,-101.958775410391,43.467370504834,2
0,3,0.00792,4261,594,87,10405,57,592,725,10,-99.164156966301,42.0948973571855,0
8,4,0.055,4284,589,87,10760,57,464,604,10,-98.7829740978144,42.5811762971539,2
14,8,-0.0046,4284,836,87,10949,50,854,295,12,-93.6165899989755,42.0810099542074,0
0,3,0.02533,4316,490,87,10393,62,494,676,10,-100.53383227783,43.5058983592001,0
0,2,0.10529,4361,584,87,10914,57,358,472,12,-98.9779131390034,43.293954177936,3
6,3,0.03237,4368,497,87,10381,61,576,669,10,-100.474374536888,43.4833808684916,12
0,3,0.04601,4387,528,87,10934,59,622,543,10,-99.6515368989024,43.6227621704308,0
0,5,-0.0224,4398,909,87,10250,35,825,234,12,-89.6595701738868,41.9334691529093,70
0,2,-0.00731,4480,555,87,9956,63,729,907,10,-100.332418340112,41.3552598428171,0
0,4,0.02507,4501,593,87,9985,60,641,805,10,-99.6452604072673,41.5037277774288,0
11,9,0.04761,4512,536,87,6668,60,655,595,10,-121.205585981211,45.4047762084805,1
0,4,0.02091,4514,677,87,10921,53,480,413,12,-96.8469632591665,42.4927750461315,0
0,2,0.0217,4528,581,87,11181,54,665,473,12,-98.4442883226704,43.4299596103626,0
15,11,0.00692,4602,927,87,10344,33,557,264,12,-89.0985295992183,41.7254326759676,0
0,2,0.03426,4603,594,87,10516,57,595,692,10,-99.0985342272555,42.3312429311584,0
9,4,0.00577,4619,409,87,9801,65,647,995,10,-103.36742464298,43.2808948567079,34
9,6,0.02454,4668,592,87,10513,57,702,668,10,-99.0236314284187,42.4111749798202,0
0,3,0.05603,4672,603,87,11068,52,429,533,12,-98.1329906946114,43.1352386515722,0
18,16,0.05611,4716,893,87,9593,24,739,291,14,-85.0667199833651,42.0610101353144,37
0,4,0.07645,4718,603,87,10649,56,498,672,10,-99.3771961725681,43.0162983351122,0
0,4,0.00626,4724,631,87,10981,55,717,413,12,-97.1142482041795,42.6625289748433,19
13,16,0.02397,4806,933,87,9442,20,733,220,14,-85.7179559121198,42.4587439725558,54
0,3,-0.00819,4812,887,87,9214,21,612,200,14,-86.0692899701249,42.877993357898,0
8,3,0.07304,4853,600,87,10958,54,408,542,12,-98.504013554884,43.1064491411088,0
0,7,0.00151,4877,514,87,10417,64,725,759,10,-100.285420845919,42.9938487120788,66
23,58,0.02825,4887,934,87,9487,20,1014,225,14,-85.7167517353826,42.4182937702994,149
8,3,0.03143,4939,670,87,11118,53,441,373,12,-96.5979102443138,42.7357654581968,0
0,51,-0.01838,4946,919,87,9229,21,413,212,14,-86.1173958754509,42.6523147562593,109
0,8,0.04595,4961,786,87,9203,21,734,170,12,-77.7754053738342,42.9366269175455,0
